system_id,pdb_id,g_protein_family,release_replica,reserved_doi,file_role,archive_member_path,size_bytes,sha256,n_atoms,n_frames,frame_interval_ps,represented_span_ns,local_manifest_status,local_full_frame_qc_status,remote_state,publicly_resolvable,component_scope
Gi_6G79,6G79,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_6G79/structure.pdb,1387125.0,bbe5696d72e0283176ba00d50d0e5d75caab7c0143479b04210014af6d95a6c4,17123.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6G79,6G79,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_6G79/traj.xtc,163208668.0,66063cdcfa8d0a486429c2620bd8aa51e686fe2431035e64bd3955694dcdc2ea,17123.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6K42,6K42,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_6K42/structure.pdb,1496799.0,0f20ca4456cce4691d42707d7e9925b5354954c016e548b549af28b58cef8c64,18477.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6K42,6K42,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_6K42/traj.xtc,176136064.0,bd27a05629f63c157195e0c54acc46ddd32b02c31785d238b18b9951af743414,18477.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6LFO,6LFO,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_6LFO/structure.pdb,1459458.0,604f24a294e82ccd2a3cdbef11487b363853bc06a3c60d50c2a761ffd3c0bee8,18016.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6LFO,6LFO,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_6LFO/traj.xtc,171816256.0,2cfd381269f70b9168ab56a0117b0f514005323c5445ae82558dfe223e5347cc,18016.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6LML,6LML,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_6LML/structure.pdb,1426086.0,be7f70d298db42c1b72d2c273186583274171c6e6d8a72dd225c48dc20f2c868,17604.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6LML,6LML,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_6LML/traj.xtc,167816420.0,d63982873fb415b40433a04046a09813c82a4df2887872545752b19aa97d0a61,17604.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6OSA,6OSA,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_6OSA/structure.pdb,1377486.0,98f846bd8deefe0f616efb2bd76df3929b98c481fcd7dc50f2f636ff83fa6fb5,17004.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6OSA,6OSA,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_6OSA/traj.xtc,161491608.0,80caaf6c1c00110af846accd377b59b5948b32457cbcff1a961f7392157f59ec,17004.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6PT0,6PT0,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_6PT0/structure.pdb,1353753.0,fe764bfd9977d2e965f817c4be3ab7e490f666e0f4094c39bbc150cd9e921bab,16711.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6PT0,6PT0,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_6PT0/traj.xtc,159156872.0,1ac81dec4f069e7bcf58c9c15d8071baa6ade858b23eb36199d2b032667aebf4,16711.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6WWZ,6WWZ,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_6WWZ/structure.pdb,1461969.0,26d70dff25c299defbf805a49283ffcfeac693b31aa50ff8d2e662f135b18625,18047.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_6WWZ,6WWZ,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_6WWZ/traj.xtc,172040964.0,60acffcd989c3105321211fe1600cba3fc350e57c15d7baa2c2d0be8232ffce2,18047.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7CMV,7CMV,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7CMV/structure.pdb,1416285.0,1813ec3fbf28639f40c29fa8cc431dc15ac8ff93ff51e5ba88481c41270d2756,17483.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7CMV,7CMV,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7CMV/traj.xtc,165919496.0,2254cba8344f22375632c94a4ae48ca85371eed510b544e79cb1adc9657ca525,17483.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7D77,7D77,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7D77/structure.pdb,1285470.0,d7c041cea7168b1eaaea07c7f96da49575649934b4436e645479e2b052cd5a1f,15868.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7D77,7D77,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7D77/traj.xtc,150946120.0,bc9ad5c1142574faf67515eb307f9d9fd2c8fcf5b492f3838dcc1b9f50a1d080,15868.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7E2X,7E2X,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7E2X/structure.pdb,1409562.0,0fdaddc12f90dcf05013ada4cc6279867ed53319e96707b6dae2719216a1fc94,17400.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7E2X,7E2X,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7E2X/traj.xtc,165415388.0,a1dae89160b50ff5e1766fc5c56a50264194079b04e9c438569903c3a5e1660a,17400.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7E32,7E32,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7E32/structure.pdb,1369953.0,97a6f951aecc2194fb8441083c5c19390811ac9bf74e1c04e4bcaf5361af6ad4,16911.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7E32,7E32,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7E32/traj.xtc,160698236.0,25395971feca00b42689a972e98ba6ad639bb7c790196bec0acb5f9564f9bd3f,16911.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7E33,7E33,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7E33/structure.pdb,1395792.0,499f1573fed6f2b1180798ebf0ae3a46bbcf0be778ced8036d8b7c02ba9d9f05,17230.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7E33,7E33,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7E33/traj.xtc,163963216.0,a8ed3ee1b2cee2f94454cebda850ce009e5924cb8561df32d4bdfffb80456329,17230.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EJX,7EJX,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7EJX/structure.pdb,1336986.0,2189f47f5d227bfec821dd40db710a7d1b3ca627da987d0fcf9698748fd1bfd3,16504.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EJX,7EJX,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7EJX/traj.xtc,156736116.0,0a82521bc3d22a756226ab3ed33b848f4ef5ef7c7e9dce74a2447a6c46fbc37d,16504.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EW1,7EW1,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7EW1/structure.pdb,1354887.0,1940896a0c8d5ed54c02d7ded0a57eef4f579fe8210ab0b0c0e6537f3ea07fb5,16725.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EW1,7EW1,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7EW1/traj.xtc,158945960.0,983d86852ffa7a6c88b78ef92164fb9039f3d4c84dde37e5d8b775cb63073d23,16725.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EW4,7EW4,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7EW4/structure.pdb,1365660.0,dd75f90352834e07f3ed57887aecfd9da5433762a2730fbeb97be941b0fa54db,16858.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EW4,7EW4,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7EW4/traj.xtc,160060556.0,60ca610ca7d2dce2439ed0b89ab6b8b1436add1eecfc68e3b3d3a93bdb0120fd,16858.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EXD,7EXD,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7EXD/structure.pdb,1420335.0,bfd2738b6c29af3aab9a2a7648499c042e7e739bbce3df35a1a751d840325ecd,17533.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EXD,7EXD,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7EXD/traj.xtc,166543896.0,0fd4c3e092d95f47391e42d2d4b75b4de0944ff4ac60281e68763f386b4c76d3,17533.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EZH,7EZH,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7EZH/structure.pdb,1412802.0,763ef403b231e72f3cca73d330b17054e4d7d6c7c61a47fe66d49ff46b1fadf5,17440.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7EZH,7EZH,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7EZH/traj.xtc,166196948.0,b018f8a0b8707735bcdc0919a9c86a2412ed69551252e33fa1bea0e0e08f6768,17440.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7F1Q,7F1Q,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7F1Q/structure.pdb,1371087.0,7ab6dbc2122ae3f648864c84142e5fc5df2c88ff978f63173099e31b7a0dc0e6,16925.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7F1Q,7F1Q,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7F1Q/traj.xtc,160660292.0,0dc9c47094a2ef8fcd1b7d7e110a2aa243697ba30916f4aac23aed9b5d36251f,16925.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7F8V,7F8V,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7F8V/structure.pdb,1328886.0,e1849ae4a614f49cbd44dc47ee9972d983bb49c74e7539740233071b30b86441,16404.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7F8V,7F8V,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7F8V/traj.xtc,156481092.0,0bc9671b71514bbae1b28f2ef64c802d0c9c40fb7490d681065f65632767bc7e,16404.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7NA7,7NA7,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7NA7/structure.pdb,1380645.0,654de2f9d31047043eca7341c204c9613a8ed6544d39ede13ce66a0498ab003b,17043.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7NA7,7NA7,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7NA7/traj.xtc,162613412.0,76ca960b07bfdbd91ad93f0c497e284ed121fb50359a53e581f974dc171ebe03,17043.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7QVM,7QVM,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7QVM/structure.pdb,1346787.0,1ae46eaed730dac986cfbac204685237278e4a3ae59ed437bfdc56b7f790ab44,16625.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7QVM,7QVM,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7QVM/traj.xtc,157992460.0,8edd194fa0ab69e0a8b58b953f27e019a5d738c72e4456f9c6b0417d053571fa,16625.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7SQO,7SQO,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7SQO/structure.pdb,1360638.0,49f7951263f119afa153376ccac6c6d26532c101cff44ea58e6bfb2a1d7bd133,16796.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7SQO,7SQO,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7SQO/traj.xtc,159761868.0,2f9cd21f11c53177ce533b79e25206a8905b6bb218d84a787f2153632715147c,16796.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7T10,7T10,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7T10/structure.pdb,1335204.0,06caef2d46fed10259b35d4a689ddcab9ecee68a62b64583038477a560c9241b,16482.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7T10,7T10,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7T10/traj.xtc,156580432.0,fefafe829c80ae2228e49e37e7ecf2f3d4e0dcd039b4198b5c62ba6ddaacbd53,16482.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7T96,7T96,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7T96/structure.pdb,1510974.0,a634cf66ebc20924f1cf6663d99c8b3c757d5d9fc298bbed1a5065bf746e6c0f,18652.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7T96,7T96,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7T96/traj.xtc,177217268.0,7674dca4117123d28df238bb5b0aa6d8ef5f054e72992e04d17cea6ba09d28f0,18652.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7TS0,7TS0,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7TS0/structure.pdb,1518669.0,4b7ae256fb22affb2d2cf4f35238734481be9fa41ae193417efa6dc37f5a9523,18747.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7TS0,7TS0,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7TS0/traj.xtc,178667040.0,2fc015472a2f494c097488e9bbff3af22439bb9a5d6323317533b160c029ee49,18747.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7TUZ,7TUZ,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7TUZ/structure.pdb,1376109.0,63f83bb4494647577da4ea49e21e4eff67a4c150209ac885953979d73f79ca2c,16987.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7TUZ,7TUZ,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7TUZ/traj.xtc,161531360.0,60aa233f7cfe3a0e9bd18e35a79c4491e32a40c772461e82a33db07be72c542c,16987.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VDL,7VDL,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7VDL/structure.pdb,1280934.0,5f198d75dcd3b0ed380e0d3043df7d4d96131fe8710a7bd17c193208bb8dc396,15812.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VDL,7VDL,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7VDL/traj.xtc,150896956.0,aa07dcc1aff6185947ed2c2bd59e4d9e91d54bb29d071a3e9e0b08bbc0086204,15812.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VGZ,7VGZ,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7VGZ/structure.pdb,1346949.0,6ba41782c1b4c59a442f02569b9acf525a696bacd127ea4cfdb4dc4a9c2eb5c9,16627.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VGZ,7VGZ,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7VGZ/traj.xtc,158025740.0,af384c6779ed3cda680c8f4cc40f447d0c39f18d2ea48c7817e5d08f8a17fdcf,16627.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VH0,7VH0,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7VH0/structure.pdb,1344114.0,e2f4b18d69fb0c59ced27cd4304dceb98e49f272ec552c2ee94df3ad850ea549,16592.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VH0,7VH0,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7VH0/traj.xtc,157660868.0,d4bab7ba5a18a5649d4fc1387a8e30f208fb6ece736f288f64cdf53d06b72ff5,16592.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VIF,7VIF,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7VIF/structure.pdb,1372059.0,f9666e2588d399c2b2353b4fd930cd2f531db8cb45f3a9af139e86ed18f4bbd0,16937.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VIF,7VIF,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7VIF/traj.xtc,160792336.0,28d424d70b0e06ff350c279fda96fcd2f873a8f9a62c765dd3d2bef5b783a31f,16937.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VKT,7VKT,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7VKT/structure.pdb,1332855.0,5498b0448b3ec0d6c5076f777e85e775e821c926033e9273b2b9f65f40a2dd13,16453.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VKT,7VKT,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7VKT/traj.xtc,156425684.0,ae127611b655439340d5452699143a3e0e04601646d887327a3441d4ba08966f,16453.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VL9,7VL9,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7VL9/structure.pdb,1437426.0,bbfda5d4753e9a8bec3c2162ea29788910aaefdf1d6a37a92c574504b715e888,17744.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7VL9,7VL9,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7VL9/traj.xtc,169303600.0,9584f391742fad97248fc6110416afe91c3971505b75dcc0f9b1e29c7d7369b8,17744.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7W0N,7W0N,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7W0N/structure.pdb,1361529.0,5d29a7164a9d41dbc007b97226d35639ee282746aa36c878cb951e9ab5d88960,16807.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7W0N,7W0N,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7W0N/traj.xtc,159622960.0,40e1b82c6cdfcd382755fa286cc71243ef530b375e39791c52f8683a7ef22edd,16807.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7W6P,7W6P,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7W6P/structure.pdb,1453302.0,ef4f0182faa15d0965c04ce4794c8dbb03b974f3baba80cf66d08f9ff601cfd9,17940.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7W6P,7W6P,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7W6P/traj.xtc,170455532.0,6c3ef79bd7c9489d0499031de954a2af4889c54aa81039d0d3c885358dd7714b,17940.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7WQ3,7WQ3,Gi,1,10.5281/zenodo.21395292,structure_pdb,Gi_7WQ3/structure.pdb,1392066.0,d2e94a34983fd8734e63fac104fe686e07966295b2c7de9fe1b51ecc45df50dc,17184.0,1.0,,,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
Gi_7WQ3,7WQ3,Gi,1,10.5281/zenodo.21395292,trajectory_xtc,Gi_7WQ3/traj.xtc,163109744.0,cb6779463e7fcd4e8e7d3f6d55a7cebab2495a5d044aca2e7f8713d482ef39c2,17184.0,2500.0,200.0,499.8,present,passed,unsubmitted,False,"reduced protein complex; membrane, solvent and ions excluded"
